names,status,idx,group,country
BTR-80,destroyed,6,Armoured Personnel Carriers,RUS
BTR-80,destroyed,7,Armoured Personnel Carriers,RUS
BTR-80,destroyed,8,Armoured Personnel Carriers,RUS
BTR-80,destroyed,9,Armoured Personnel Carriers,RUS
BTR-80,destroyed,10,Armoured Personnel Carriers,RUS
BTR-80,destroyed,11,Armoured Personnel Carriers,RUS
BTR-80,destroyed,12,Armoured Personnel Carriers,RUS
BTR-80,destroyed,13,Armoured Personnel Carriers,RUS
BTR-80,destroyed,14,Armoured Personnel Carriers,RUS
BTR-80,abandoned,15,Armoured Personnel Carriers,RUS
BTR-80,abandoned,16,Armoured Personnel Carriers,RUS
BTR-80,abandoned,17,Armoured Personnel Carriers,RUS
BTR-80,damaged and captured,18,Armoured Personnel Carriers,RUS
BTR-80,captured,19,Armoured Personnel Carriers,RUS
BTR-80,captured,20,Armoured Personnel Carriers,RUS
BTR-80,captured,21,Armoured Personnel Carriers,RUS
BTR-80,captured,22,Armoured Personnel Carriers,RUS
BTR-80,captured,23,Armoured Personnel Carriers,RUS
BTR-80,captured,24,Armoured Personnel Carriers,RUS
BTR-80,captured,25,Armoured Personnel Carriers,RUS
BTR-80,captured,26,Armoured Personnel Carriers,RUS
BTR-80,captured,27,Armoured Personnel Carriers,RUS
BTR-80,captured,28,Armoured Personnel Carriers,RUS
BTR-80,captured,29,Armoured Personnel Carriers,RUS
BTR-80,captured,30,Armoured Personnel Carriers,RUS
BTR-80,captured,31,Armoured Personnel Carriers,RUS
BTR-80,captured,32,Armoured Personnel Carriers,RUS
BTR-80,captured,33,Armoured Personnel Carriers,RUS
BTR-80,captured,34,Armoured Personnel Carriers,RUS
BTR-80,captured,35,Armoured Personnel Carriers,RUS
BTR-D,destroyed,1,Armoured Personnel Carriers,RUS
BTR-D,destroyed,2,Armoured Personnel Carriers,RUS
BTR-D,destroyed,3,Armoured Personnel Carriers,RUS
BTR-D,destroyed,4,Armoured Personnel Carriers,RUS
BTR-D,destroyed,5,Armoured Personnel Carriers,RUS
BTR-D,destroyed,6,Armoured Personnel Carriers,RUS
BTR-D,abandoned,7,Armoured Personnel Carriers,RUS
BTR-D,abandoned,8,Armoured Personnel Carriers,RUS
BTR-D,abandoned,9,Armoured Personnel Carriers,RUS
BTR-D,abandoned,10,Armoured Personnel Carriers,RUS
BTR-D,abandoned,11,Armoured Personnel Carriers,RUS
BTR-D,abandoned,12,Armoured Personnel Carriers,RUS
BTR-D,abandoned,13,Armoured Personnel Carriers,RUS
BTR-D,abandoned,14,Armoured Personnel Carriers,RUS
BTR-D,captured,15,Armoured Personnel Carriers,RUS
BTR-D,captured,16,Armoured Personnel Carriers,RUS
BTR-D,captured,17,Armoured Personnel Carriers,RUS
BTR-D,captured,18,Armoured Personnel Carriers,RUS
BTR-D,captured,19,Armoured Personnel Carriers,RUS
BTR-D,captured,20,Armoured Personnel Carriers,RUS
BTR-D,captured,21,Armoured Personnel Carriers,RUS
BTR-D,captured,22,Armoured Personnel Carriers,RUS
BTR-D,captured,23,Armoured Personnel Carriers,RUS
BTR-D,captured,24,Armoured Personnel Carriers,RUS
BTR-D,captured,25,Armoured Personnel Carriers,RUS
BTR-MDM 'Rakushka',captured,1,Armoured Personnel Carriers,RUS
BTR-MDM 'Rakushka',captured,2,Armoured Personnel Carriers,RUS
BTR-MDM 'Rakushka',captured,3,Armoured Personnel Carriers,RUS
BTR-MDM 'Rakushka',captured,4,Armoured Personnel Carriers,RUS
KamAZ-63968 'Typhoon',destroyed,1,Mine-Resistant Ambush Protected,RUS
KamAZ-63968 'Typhoon',destroyed,2,Mine-Resistant Ambush Protected,RUS
KamAZ-63968 'Typhoon',captured,3,Mine-Resistant Ambush Protected,RUS
KamAZ-63968 'Typhoon',captured,4,Mine-Resistant Ambush Protected,RUS
K-4386 Typhoon-VDV,destroyed,1,Mine-Resistant Ambush Protected,RUS
K-53949 Typhoon-K,abandoned,1,Mine-Resistant Ambush Protected,RUS
K-53949 Typhoon-K,captured,2,Mine-Resistant Ambush Protected,RUS
K-53949 Typhoon-K,captured,3,Mine-Resistant Ambush Protected,RUS
K-53949 'Linza',captured,1,Mine-Resistant Ambush Protected,RUS
GAZ Tigr-M,destroyed,1,Infantry Mobility Vehicles,RUS
GAZ Tigr-M,destroyed,2,Infantry Mobility Vehicles,RUS
GAZ Tigr-M,destroyed,3,Infantry Mobility Vehicles,RUS
GAZ Tigr-M,destroyed,4,Infantry Mobility Vehicles,RUS
GAZ Tigr-M,destroyed,5,Infantry Mobility Vehicles,RUS
GAZ Tigr-M,destroyed,6,Infantry Mobility Vehicles,RUS
GAZ Tigr-M,destroyed,7,Infantry Mobility Vehicles,RUS
GAZ Tigr-M,destroyed,8,Infantry Mobility Vehicles,RUS
GAZ Tigr-M,destroyed,9,Infantry Mobility Vehicles,RUS
GAZ Tigr-M,destroyed,10,Infantry Mobility Vehicles,RUS
GAZ Tigr-M,destroyed,11,Infantry Mobility Vehicles,RUS
GAZ Tigr-M,destroyed,12,Infantry Mobility Vehicles,RUS
GAZ Tigr-M,destroyed,13,Infantry Mobility Vehicles,RUS
GAZ Tigr-M,destroyed,14,Infantry Mobility Vehicles,RUS
GAZ Tigr-M,destroyed,15,Infantry Mobility Vehicles,RUS
GAZ Tigr-M,destroyed,16,Infantry Mobility Vehicles,RUS
GAZ Tigr-M,destroyed,17,Infantry Mobility Vehicles,RUS
GAZ Tigr-M,damaged,18,Infantry Mobility Vehicles,RUS
GAZ Tigr-M,abandoned,19,Infantry Mobility Vehicles,RUS
GAZ Tigr-M,captured,20,Infantry Mobility Vehicles,RUS
GAZ Tigr-M,captured,21,Infantry Mobility Vehicles,RUS
GAZ Tigr-M,captured,22,Infantry Mobility Vehicles,RUS
GAZ Tigr-M,captured,23,Infantry Mobility Vehicles,RUS
GAZ Tigr-M,captured,24,Infantry Mobility Vehicles,RUS
GAZ Tigr-M,captured,25,Infantry Mobility Vehicles,RUS
GAZ Tigr-M,captured,26,Infantry Mobility Vehicles,RUS
GAZ Tigr-M,captured,27,Infantry Mobility Vehicles,RUS
GAZ Tigr-M,captured,28,Infantry Mobility Vehicles,RUS
GAZ Tigr-M,captured,29,Infantry Mobility Vehicles,RUS
GAZ Tigr-M,captured,30,Infantry Mobility Vehicles,RUS
GAZ Tigr-M,captured,31,Infantry Mobility Vehicles,RUS
GAZ Tigr-M,captured,32,Infantry Mobility Vehicles,RUS
Iveco LMV 'Rys',destroyed,1,Infantry Mobility Vehicles,RUS
Iveco LMV 'Rys',destroyed,2,Infantry Mobility Vehicles,RUS
Iveco LMV 'Rys',destroyed,3,Infantry Mobility Vehicles,RUS
Iveco LMV 'Rys',destroyed,4,Infantry Mobility Vehicles,RUS
Iveco LMV 'Rys',abandoned,5,Infantry Mobility Vehicles,RUS
Iveco LMV 'Rys',captured,6,Infantry Mobility Vehicles,RUS
MP-2IM signals vehicle,abandoned,1,Communications Stations,RUS
Barnaul-T 9С932-1 automated system for air defence units,abandoned,1,Communications Stations,RUS
Barnaul-T 9С932-1 automated system for air defence units,captured,2,Communications Stations,RUS
Barnaul-T 9С932-1 automated system for air defence units,captured,3,Communications Stations,RUS
R-166-0.5 signals vehicle,destroyed,1,Communications Stations,RUS
R-166-0.5 signals vehicle,abandoned,2,Communications Stations,RUS
R-419L1 communications station,abandoned,1,Communications Stations,RUS
Unknown communications station based on the KamAZ 6x6,damaged and captured,1,Communications Stations,RUS
Unknown communications station,destroyed by Bayraktar TB2,1,Communications Stations,RUS
BTR-D APC with UR-67 mine clearing charge,captured,1,Engineering Vehicles,RUS
UR-77 'Meterorit'  mine clearing vehicle,destroyed,1,Engineering Vehicles,RUS
UR-77 'Meterorit'  mine clearing vehicle,abandoned,2,Engineering Vehicles,RUS
UR-77 'Meterorit'  mine clearing vehicle,captured,3,Engineering Vehicles,RUS
UR-77 'Meterorit'  mine clearing vehicle,captured,4,Engineering Vehicles,RUS
UR-77 'Meterorit'  mine clearing vehicle,captured,5,Engineering Vehicles,RUS
GMZ-3 minelayer,captured,1,Engineering Vehicles,RUS
BAT-2 heavy engineering vehicle,destroyed,1,Engineering Vehicles,RUS
BREM-1 armoured recovery vehicle,captured,1,Engineering Vehicles,RUS
BREM-K armoured recovery vehicle,captured,1,Engineering Vehicles,RUS
BREM-K armoured recovery vehicle,captured,2,Engineering Vehicles,RUS
BREM-Ch ''BREM-4'' armoured recovery vehicle,captured,1,Engineering Vehicles,RUS
armoured recovery vehicle,captured,1,Engineering Vehicles,RUS
IMR-2 combat engineering vehicle,destroyed,1,Engineering Vehicles,RUS
IMR-2 combat engineering vehicle,abandoned,2,Engineering Vehicles,RUS
TMM-3 bridge layer,destroyed,1,Engineering Vehicles,RUS
TMM-3 bridge layer,abandoned,2,Engineering Vehicles,RUS
TMM-3 bridge layer,abandoned,3,Engineering Vehicles,RUS
TMM-3 bridge layer,damaged and abandoned,4,Engineering Vehicles,RUS
TMM-3 bridge layer,captured,5,Engineering Vehicles,RUS
TMM-3 bridge layer,captured,6,Engineering Vehicles,RUS
TMM-3 bridge layer,captured,7,Engineering Vehicles,RUS
TMM-3 bridge layer,captured,8,Engineering Vehicles,RUS
TMM-3 bridge layer,captured,9,Engineering Vehicles,RUS
TMM-3 bridge layer,captured,10,Engineering Vehicles,RUS
MTU-72 bridge layer,captured,1,Engineering Vehicles,RUS
PMP floating bridge,2 and 3 destroyed,1,Engineering Vehicles,RUS
PMP floating bridge,destroyed,4,Engineering Vehicles,RUS
PTS-3  tracked amphibious transport,abandoned,1,Engineering Vehicles,RUS
PTS-3  tracked amphibious transport,abandoned,2,Engineering Vehicles,RUS
KamAZ-5350 with EOV-3523 excavator,destroyed,1,Engineering Vehicles,RUS
KamAZ-5350 with EOV-3523 excavator,destroyed by Bayraktar TB2,2,Engineering Vehicles,RUS
KamAZ-5350 with EOV-3523 excavator,captured,3,Engineering Vehicles,RUS
KamAZ-5350 with EOV-3523 excavator,captured,4,Engineering Vehicles,RUS
KamAZ-5350 with EOV-3523 excavator,captured,5,Engineering Vehicles,RUS
KamAZ-5350 with KS-45719-7M crane,destroyed,1,Engineering Vehicles,RUS
KamAZ-5350 with crane,destroyed,1,Engineering Vehicles,RUS
Ural-4320 Wrecker,damaged and captured,1,Engineering Vehicles,RUS
9M111 Fagot,captured,1,Engineering Vehicles,RUS
9M111 Fagot,captured,2,Engineering Vehicles,RUS
9M111 Fagot,captured,3,Anti-Tank Guided Missiles,RUS
9M111 Fagot,captured,4,Anti-Tank Guided Missiles,RUS
9M111 Fagot,captured,5,Anti-Tank Guided Missiles,RUS
9M111 Fagot,captured,6,Anti-Tank Guided Missiles,RUS
9M113 Konkurs,captured,1,Anti-Tank Guided Missiles,RUS
9M113 Konkurs,captured,2,Anti-Tank Guided Missiles,RUS
9M113 Konkurs,captured,3,Anti-Tank Guided Missiles,RUS
9M113 Konkurs,captured,4,Anti-Tank Guided Missiles,RUS
9M113 Konkurs,captured,5,Anti-Tank Guided Missiles,RUS
9M113 Konkurs,captured,6,Anti-Tank Guided Missiles,RUS
9M113 Konkurs,captured,7,Anti-Tank Guided Missiles,RUS
9M113 Konkurs,captured,8,Anti-Tank Guided Missiles,RUS
9M113 Konkurs,captured,9,Anti-Tank Guided Missiles,RUS
9M113 Konkurs,captured,10,Anti-Tank Guided Missiles,RUS
9M113 Konkurs,captured,11,Anti-Tank Guided Missiles,RUS
9M113 Konkurs,captured,12,Anti-Tank Guided Missiles,RUS
9M113 Konkurs,captured,13,Anti-Tank Guided Missiles,RUS
9M113 Konkurs,captured,14,Anti-Tank Guided Missiles,RUS
9M113 Konkurs,captured,15,Anti-Tank Guided Missiles,RUS
9M113 Konkurs,captured,16,Anti-Tank Guided Missiles,RUS
9M113 Konkurs,captured,17,Anti-Tank Guided Missiles,RUS
9M113 Konkurs,captured,18,Anti-Tank Guided Missiles,RUS
9M113 Konkurs,captured,19,Anti-Tank Guided Missiles,RUS
9M113 Konkurs,captured,20,Anti-Tank Guided Missiles,RUS
9M113 Konkurs,captured,21,Anti-Tank Guided Missiles,RUS
9M113 Konkurs,captured,22,Anti-Tank Guided Missiles,RUS
9M113 Konkurs,captured,23,Anti-Tank Guided Missiles,RUS
9M113 Konkurs,captured,24,Anti-Tank Guided Missiles,RUS
9M113 Konkurs,captured,25,Anti-Tank Guided Missiles,RUS
9M113 Konkurs,captured,26,Anti-Tank Guided Missiles,RUS
9M113 Konkurs,captured,27,Anti-Tank Guided Missiles,RUS
9M113 Konkurs,captured,28,Anti-Tank Guided Missiles,RUS
9M113M Konkurs-M,captured,1,Anti-Tank Guided Missiles,RUS
9М131F Metis-M1,captured,1,Anti-Tank Guided Missiles,RUS
9M114 Kokon,captured,1,Anti-Tank Guided Missiles,RUS
9M114 Kokon,captured,2,Anti-Tank Guided Missiles,RUS
9M114 Kokon,captured,3,Anti-Tank Guided Missiles,RUS
9M114 Kokon,captured,4,Anti-Tank Guided Missiles,RUS
9M114 Kokon,captured,5,Anti-Tank Guided Missiles,RUS
9M114 Kokon,captured,6,Anti-Tank Guided Missiles,RUS
9M114 Kokon,captured,7,Anti-Tank Guided Missiles,RUS
9M114 Kokon,captured,8,Anti-Tank Guided Missiles,RUS
9M114 Kokon,captured,9,Anti-Tank Guided Missiles,RUS
9M114 Kokon,captured,10,Anti-Tank Guided Missiles,RUS
9M114 Kokon,captured,11,Anti-Tank Guided Missiles,RUS
9M114 Kokon,captured,12,Anti-Tank Guided Missiles,RUS
9K38 Igla,captured,1,Anti-Tank Guided Missiles,RUS
9K38 Igla,captured,2,Anti-Tank Guided Missiles,RUS
9K38 Igla,captured,3,Man-Portable Air Defence Systems,RUS
9K38 Igla,captured,4,Man-Portable Air Defence Systems,RUS
9K38 Igla,captured,5,Man-Portable Air Defence Systems,RUS
9K38 Igla,captured,6,Man-Portable Air Defence Systems,RUS
9K38 Igla,captured,7,Man-Portable Air Defence Systems,RUS
9K38 Igla,captured,8,Man-Portable Air Defence Systems,RUS
9K38 Igla,captured,9,Man-Portable Air Defence Systems,RUS
9K38 Igla,captured,10,Man-Portable Air Defence Systems,RUS
9K38 Igla,captured,11,Man-Portable Air Defence Systems,RUS
9K38 Igla,captured,12,Man-Portable Air Defence Systems,RUS
9K38 Igla,captured,13,Man-Portable Air Defence Systems,RUS
9K38 Igla,captured,14,Man-Portable Air Defence Systems,RUS
9K38 Igla,captured,15,Man-Portable Air Defence Systems,RUS
9K38 Igla,captured,16,Man-Portable Air Defence Systems,RUS
9K38 Igla,captured,17,Man-Portable Air Defence Systems,RUS
9K38 Igla,captured,18,Man-Portable Air Defence Systems,RUS
9K38 Igla,captured,19,Man-Portable Air Defence Systems,RUS
9K333 Verba,captured,1,Man-Portable Air Defence Systems,RUS
9K333 Verba,captured,2,Man-Portable Air Defence Systems,RUS
9K333 Verba,captured,3,Man-Portable Air Defence Systems,RUS
120mm 2B11/2S12,captured,1,Man-Portable Air Defence Systems,RUS
120mm 2B11/2S12,captured,2,Man-Portable Air Defence Systems,RUS
120mm 2B11/2S12,captured,3,Heavy Mortars,RUS
120mm 2B11/2S12,captured,4,Heavy Mortars,RUS
120mm 2B11/2S12A,captured,1,Heavy Mortars,RUS
120mm 2B16 Nona-K howitzer,captured,1,Heavy Mortars,RUS
122mm D-30 howitzer 2A18,destroyed,1,Heavy Mortars,RUS
122mm D-30 howitzer 2A18,abandoned,2,Towed Artillery,RUS
122mm D-30 howitzer 2A18,abandoned,3,Towed Artillery,RUS
122mm D-30 howitzer 2A18,abandoned,4,Towed Artillery,RUS
122mm D-30 howitzer 2A18,captured,5,Towed Artillery,RUS
122mm D-30 howitzer 2A18,captured,6,Towed Artillery,RUS
122mm D-30 howitzer 2A18,captured,7,Towed Artillery,RUS
122mm D-30 howitzer 2A18,captured,8,Towed Artillery,RUS
122mm D-30 howitzer 2A18,captured,9,Towed Artillery,RUS
122mm D-30 howitzer 2A18,captured,10,Towed Artillery,RUS
122mm D-30 howitzer 2A18,captured,11,Towed Artillery,RUS
122mm D-30 howitzer 2A18,captured,12,Towed Artillery,RUS
122mm D-30 howitzer 2A18,captured,13,Towed Artillery,RUS
122mm D-30 howitzer 2A18,captured,14,Towed Artillery,RUS
122mm D-30 howitzer 2A18,captured,15,Towed Artillery,RUS
122mm D-30 howitzer 2A18,captured,16,Towed Artillery,RUS
122mm D-30 howitzer 2A18,captured,17,Towed Artillery,RUS
122mm D-30 howitzer 2A18,captured,18,Towed Artillery,RUS
122mm D-30 howitzer 2A18,captured,19,Towed Artillery,RUS
152mm 2A65 Msta-B howitzer,destroyed by Bayraktar TB2,1,Towed Artillery,RUS
152mm 2A65 Msta-B howitzer,destroyed by Bayraktar TB2,2,Towed Artillery,RUS
152mm 2A65 Msta-B howitzer,destroyed by Bayraktar TB2,3,Towed Artillery,RUS
152mm 2A65 Msta-B howitzer,damaged by Bayraktar TB2 and captured,4,Towed Artillery,RUS
152mm 2A65 Msta-B howitzer,abandoned,5,Towed Artillery,RUS
152mm 2A65 Msta-B howitzer,captured,6,Towed Artillery,RUS
120mm 2S9 Nona,destroyed,1,Towed Artillery,RUS
120mm 2S9 Nona,abandoned,2,Towed Artillery,RUS
120mm 2S9 Nona,captured,3,Self-Propelled Artillery,RUS
120mm 2S9 Nona,captured,4,Self-Propelled Artillery,RUS
120mm 2S9 Nona,captured,5,Self-Propelled Artillery,RUS
122mm 2S1 Gvozdika,destroyed,1,Self-Propelled Artillery,RUS
122mm 2S1 Gvozdika,abandoned,2,Self-Propelled Artillery,RUS
122mm 2S1 Gvozdika,captured,3,Self-Propelled Artillery,RUS
152mm 2S3 Akatsiya,destroyed,1,Self-Propelled Artillery,RUS
152mm 2S3 Akatsiya,destroyed,2,Self-Propelled Artillery,RUS
152mm 2S3 Akatsiya,abandoned,3,Self-Propelled Artillery,RUS
152mm 2S3 Akatsiya,abandoned,4,Self-Propelled Artillery,RUS
152mm 2S3 Akatsiya,captured,5,Self-Propelled Artillery,RUS
152mm 2S3 Akatsiya,captured,6,Self-Propelled Artillery,RUS
152mm 2S19 Msta-S,destroyed,1,Self-Propelled Artillery,RUS
152mm 2S19 Msta-S,destroyed,2,Self-Propelled Artillery,RUS
152mm 2S19 Msta-S,destroyed,3,Self-Propelled Artillery,RUS
152mm 2S19 Msta-S,abandoned and destroyed,4,Self-Propelled Artillery,RUS
152mm 2S19 Msta-S,abandoned,5,Self-Propelled Artillery,RUS
152mm 2S19 Msta-S,abandoned,6,Self-Propelled Artillery,RUS
152mm 2S19 Msta-S,abandoned,7,Self-Propelled Artillery,RUS
152mm 2S19 Msta-S,abandoned,8,Self-Propelled Artillery,RUS
152mm 2S19 Msta-S,abandoned,9,Self-Propelled Artillery,RUS
152mm 2S19 Msta-S,abandoned,10,Self-Propelled Artillery,RUS
152mm 2S19 Msta-S,abandoned,11,Self-Propelled Artillery,RUS
152mm 2S19 Msta-S,abandoned,12,Self-Propelled Artillery,RUS
152mm 2S19 Msta-S,captured,13,Self-Propelled Artillery,RUS
152mm 2S19 Msta-S,captured,14,Self-Propelled Artillery,RUS
152mm 2S19 Msta-S,captured,15,Self-Propelled Artillery,RUS
152mm 2S19 Msta-S,captured,16,Self-Propelled Artillery,RUS
122mm BM-21 'Grad',destroyed,1,Self-Propelled Artillery,RUS
122mm BM-21 'Grad',destroyed,2,Self-Propelled Artillery,RUS
122mm BM-21 'Grad',destroyed,3,Multiple Rocket Launchers,RUS
122mm BM-21 'Grad',destroyed,4,Multiple Rocket Launchers,RUS
122mm BM-21 'Grad',destroyed,5,Multiple Rocket Launchers,RUS
122mm BM-21 'Grad',destroyed,6,Multiple Rocket Launchers,RUS
122mm BM-21 'Grad',abandoned,7,Multiple Rocket Launchers,RUS
122mm BM-21 'Grad',abandoned,8,Multiple Rocket Launchers,RUS
122mm BM-21 'Grad',damaged and captured,9,Multiple Rocket Launchers,RUS
122mm BM-21 'Grad',captured,10,Multiple Rocket Launchers,RUS
122mm BM-21 'Grad',captured,11,Multiple Rocket Launchers,RUS
122mm BM-21 'Grad',captured,12,Multiple Rocket Launchers,RUS
122mm BM-21 'Grad',captured,13,Multiple Rocket Launchers,RUS
122mm BM-21 'Grad',captured,14,Multiple Rocket Launchers,RUS
122mm BM-21 'Grad',captured,15,Multiple Rocket Launchers,RUS
122mm BM-21 'Grad',captured,16,Multiple Rocket Launchers,RUS
220mm BM-27 'Uragan',destroyed by Bayraktar TB2,1,Multiple Rocket Launchers,RUS
220mm BM-27 'Uragan',abandoned and destroyed,2,Multiple Rocket Launchers,RUS
122mm 2B17 Tornado-G,destroyed,1,Multiple Rocket Launchers,RUS
220mm TOS-1A,captured,1,Multiple Rocket Launchers,RUS
23mm ZU-23,captured,1,Multiple Rocket Launchers,RUS
23mm ZU-23,captured,2,Multiple Rocket Launchers,RUS
BTR-ZD 'Skrezhet',captured,1,Anti-Aircraft Guns,RUS
2K22M1 Tunguska,abandoned and later destroyed,1,Anti-Aircraft Guns,RUS
2K22M1 Tunguska,abandoned and later destroyed,2,Self-Propelled Anti-Aircraft Guns,RUS
2K22M1 Tunguska,abandoned and later destroyed,3,Self-Propelled Anti-Aircraft Guns,RUS
2K22M1 Tunguska,abandoned and later destroyed,4,Self-Propelled Anti-Aircraft Guns,RUS
2K22M1 Tunguska,abandoned and later destroyed,5,Self-Propelled Anti-Aircraft Guns,RUS
2K22M1 Tunguska,damaged and abandoned,6,Self-Propelled Anti-Aircraft Guns,RUS
2K22M1 Tunguska,abandoned,7,Self-Propelled Anti-Aircraft Guns,RUS
2K22M1 Tunguska,abandoned,8,Self-Propelled Anti-Aircraft Guns,RUS
9K33 Osa,destroyed,1,Self-Propelled Anti-Aircraft Guns,RUS
9K33 Osa,destroyed,2,Self-Propelled Anti-Aircraft Guns,RUS
9K33 Osa,damaged and abandoned,3,Surface-To-Air Missile Systems,RUS
9K33 Osa,abandoned,4,Surface-To-Air Missile Systems,RUS
9K33 Osa,captured,5,Surface-To-Air Missile Systems,RUS
9K33 Osa,captured,6,Surface-To-Air Missile Systems,RUS
9K35 Strela-10,abandoned,1,Surface-To-Air Missile Systems,RUS
9K35 Strela-10,abandoned,2,Surface-To-Air Missile Systems,RUS
9K35 Strela-10,abandoned,3,Surface-To-Air Missile Systems,RUS
9K35 Strela-10,captured,4,Surface-To-Air Missile Systems,RUS
9A310M1 TELAR (for Buk-M1-2),destroyed by Bayraktar TB2,1,Surface-To-Air Missile Systems,RUS
9A310M1 TELAR (for Buk-M1-2),damaged,2,Surface-To-Air Missile Systems,RUS
9A39M1 TEL (for Buk-M1-2),destroyed by Bayraktar TB2,1,Surface-To-Air Missile Systems,RUS
9A310M2 TELAR (for Buk-M2),destroyed by Bayraktar TB2,1,Surface-To-Air Missile Systems,RUS
9A310M2 TELAR (for Buk-M2),destroyed by Bayraktar TB2,2,Surface-To-Air Missile Systems,RUS
9A310M2 TELAR (for Buk-M2),destroyed by Bayraktar TB2,3,Surface-To-Air Missile Systems,RUS
9A39M2 TEL (for Buk-M2),destroyed by Bayraktar TB2,1,Surface-To-Air Missile Systems,RUS
9A330 Tor TLAR (for 9K330 Tor-M),abandoned,1,Surface-To-Air Missile Systems,RUS
9A330 Tor TLAR (for 9K330 Tor-M),captured,2,Surface-To-Air Missile Systems,RUS
9A330 Tor TLAR (for 9K330 Tor-M),captured,3,Surface-To-Air Missile Systems,RUS
9A331 TLAR (for 9K331 Tor-M1),abandoned and destroyed,1,Surface-To-Air Missile Systems,RUS
9A331 TLAR (for 9K331 Tor-M1),captured,2,Surface-To-Air Missile Systems,RUS
9A331M TLAR (for 9K332 Tor-M2),destroyed by Bayraktar TB2,1,Surface-To-Air Missile Systems,RUS
9A331M TLAR (for 9K332 Tor-M2),captured,2,Surface-To-Air Missile Systems,RUS
Pantsir-S1,destroyed by Bayraktar TB2,1,Surface-To-Air Missile Systems,RUS
Pantsir-S1,abandoned and destroyed,2,Surface-To-Air Missile Systems,RUS
Pantsir-S1,captured,3,Surface-To-Air Missile Systems,RUS
Pantsir-S1,captured,4,Surface-To-Air Missile Systems,RUS
Pantsir-S1,captured,5,Surface-To-Air Missile Systems,RUS
(for Buk-M3),destroyed,1,Surface-To-Air Missile Systems,RUS
R-330BMV Borisoglebsk-2B,damaged,1,Surface-To-Air Missile Systems,RUS
R-330BMV Borisoglebsk-2B,captured,2,Radars,RUS
Su-25 close air support aircraft,destroyed,1,Jammers And Deception Systems,RUS
Su-25 close air support aircraft,destroyed,2,Jammers And Deception Systems,RUS
Su-25 close air support aircraft,destroyed,3,Aircraft,RUS
Su-25 close air support aircraft,destroyed,4,Aircraft,RUS
Su-25 close air support aircraft,destroyed,5,Aircraft,RUS
Su-30SM multirole aircraft,destroyed on the ground,1,Aircraft,RUS
Su-30SM multirole aircraft,destroyed,2,Aircraft,RUS
Su-34 strike aircraft,destroyed,1,Aircraft,RUS
Su-34 strike aircraft,destroyed,2,Aircraft,RUS
Su-34 strike aircraft,destroyed,3,Aircraft,RUS
Su-34 strike aircraft,destroyed,4,Aircraft,RUS
An-26 transport aircraft,destroyed,1,Aircraft,RUS
Forpost reconnaissance UAV,destroyed,1,Aircraft,RUS
Orlan-10 reconnaissance UAV,destroyed,1,Aircraft,RUS
Eleron-3 reconnaissance UAV,captured,1,Unmanned Aerial Vehicles,RUS
Eleron-3 reconnaissance UAV,captured,2,Unmanned Aerial Vehicles,RUS
ZALA Aero KUB-BLA loitering munition,destroyed,1,Unmanned Aerial Vehicles,RUS
E95M target drone (likely used as unmanned bait in order for Ukraine to reveal the location of air defence systems),captured,1,Unmanned Aerial Vehicles,RUS
Mi-8 transport helicopter,destroyed,1,Unmanned Aerial Vehicles,RUS
Mi-8 transport helicopter,destroyed,2,Unmanned Aerial Vehicles,RUS
Mi-8 transport helicopter,destroyed,3,Helicopters,RUS
Mi-24V/P attack helicopter,destroyed,1,Helicopters,RUS
Mi-24V/P attack helicopter,destroyed,2,Helicopters,RUS
Mi-35M attack helicopter,destroyed,1,Helicopters,RUS
Mi-35M attack helicopter,destroyed,2,Helicopters,RUS
Unknown Mi-24/35 attack helicopter,destroyed,1,Helicopters,RUS
Unknown Mi-24/35 attack helicopter,destroyed,2,Helicopters,RUS
Unknown Mi-24/35 attack helicopter,damaged,3,Helicopters,RUS
Mi-28 attack helicopter,destroyed,1,Helicopters,RUS
Ka-52 'Alligator' attack helicopter,destroyed,1,Helicopters,RUS
Ka-52 'Alligator' attack helicopter,destroyed,2,Helicopters,RUS
Ka-52 'Alligator' attack helicopter,damaged and abandoned,3,Helicopters,RUS
Ka-52 'Alligator' attack helicopter,damaged and abandoned,4,Helicopters,RUS
Fuel train,destroyed by Bayraktar TB2,1,Helicopters,RUS
Fuel train,destroyed by Bayraktar TB2,2,Helicopters,RUS
GAZ-66,abandoned,1,Logistics Trains,RUS
GAZ-66,captured,2,Logistics Trains,RUS
GAZ-66,captured,3,"Trucks, Vehicles and Jeeps",RUS
GAZ-66,captured,4,"Trucks, Vehicles and Jeeps",RUS
ZiL-131,destroyed,1,"Trucks, Vehicles and Jeeps",RUS
ZiL-131,destroyed,2,"Trucks, Vehicles and Jeeps",RUS
ZiL-131,abandoned,3,"Trucks, Vehicles and Jeeps",RUS
ZiL-131,abandoned,4,"Trucks, Vehicles and Jeeps",RUS
transporter-loader (for BM-27 'Uragan' MRL),destroyed,1,"Trucks, Vehicles and Jeeps",RUS
9T217 transloader (for 9K33 Osa),destroyed,1,"Trucks, Vehicles and Jeeps",RUS
9T217 transloader (for 9K33 Osa),captured,2,"Trucks, Vehicles and Jeeps",RUS
GAZ-3308,abandoned,1,"Trucks, Vehicles and Jeeps",RUS
GAZ-3308,abandoned,2,"Trucks, Vehicles and Jeeps",RUS
GAZ Sobol,destroyed,1,"Trucks, Vehicles and Jeeps",RUS
